Index,Bin,ScannerID,RHO,SSA,y,anisotropy,position in sample (mm),position in snowpit(mm),relative depth (%) ,BOTTOM,TOP,Height correction mm,ID,Location,Datetime,TYPE
1,2,4900,412.4538867,7.297933333,27.7614,1.2428,24.735,12.2386,0.027276263,10,15,0,PS122/2_23-105,RS3,06/02/2020 13:36,N
2,3,4900,325.474335,8.106775,22.6689,1.184775,29.8275,17.3311,0.038625957,15,20,0,PS122/2_23-105,RS3,06/02/2020 13:36,N
3,4,4900,256.0037533,8.934866667,17.5764,1.127633333,34.92,22.4236,0.049975651,20,25,0,PS122/2_23-105,RS3,06/02/2020 13:36,N
4,5,4900,225.3936125,9.645075,12.4839,1.065375,40.0125,27.5161,0.061325346,25,30,0,PS122/2_23-105,RS3,06/02/2020 13:36,N
5,6,4900,270.8237367,9.8027,7.3914,1.045266667,45.105,32.6086,0.07267504,30,35,0,PS122/2_23-105,RS3,06/02/2020 13:36,N
6,7,4900,275.972535,9.272675,2.2989,1.087325,50.1975,37.7011,0.084024734,35,40,0,PS122/2_23-105,RS3,06/02/2020 13:36,N
0,19,4900,241.73379,22.574,60.0048,1.0809,0,99.9952,0.666904763,95,100,0,PS122/2_24-86,snow1-A3,16/02/2020 10:40,N
1,20,4900,237.5322483,22.71821667,57.1698,1.091583333,2.835,102.8302,0.685812421,100,105,0,PS122/2_24-86,snow1-A3,16/02/2020 10:40,N
2,21,4900,263.4290233,23.47728333,52.3098,1.073216667,7.695,107.6902,0.718225548,105,110,0,PS122/2_24-86,snow1-A3,16/02/2020 10:40,N
3,22,4900,270.564005,23.87433333,47.4498,1.069916667,12.555,112.5502,0.750638675,110,115,0,PS122/2_24-86,snow1-A3,16/02/2020 10:40,N
4,23,4900,270.51817,24.31406667,42.5898,1.077366667,17.415,117.4102,0.783051803,115,120,0,PS122/2_24-86,snow1-A3,16/02/2020 10:40,N
5,24,4900,264.9263,24.73838333,37.7298,1.080216667,22.275,122.2702,0.81546493,120,125,0,PS122/2_24-86,snow1-A3,16/02/2020 10:40,N
6,25,4900,258.4963043,24.92777143,32.4648,1.074357143,27.54,127.5352,0.850579151,125,130,0,PS122/2_24-86,snow1-A3,16/02/2020 10:40,N
7,26,4900,251.679985,25.46378333,27.1998,1.088883333,32.805,132.8002,0.885693373,130,135,0,PS122/2_24-86,snow1-A3,16/02/2020 10:40,N
8,27,4900,239.148696,27.75076,22.7448,1.13084,37.26,137.2552,0.915405406,135,140,0,PS122/2_24-86,snow1-A3,16/02/2020 10:40,N
0,1,4900,398.260315,10.73195,81.6012,1.37555,15.39,8.3988,0.070060995,5,10,0,PS122/2_25-22,snow2-A2,17/02/2020 06:34,N
1,2,4900,331.38705,12.49584,77.6112,1.26546,19.38,12.3888,0.103344723,10,15,0,PS122/2_25-22,snow2-A2,17/02/2020 06:34,N
2,3,4900,321.1887625,12.32465,72.4812,1.0594,24.51,17.5188,0.146138087,15,20,0,PS122/2_25-22,snow2-A2,17/02/2020 06:34,N
3,4,4900,272.754918,12.26556,67.3512,1.11456,29.64,22.6488,0.188931451,20,25,0,PS122/2_25-22,snow2-A2,17/02/2020 06:34,N
4,5,4900,248.60904,11.876625,62.2212,1.1356,34.77,27.7788,0.231724815,25,30,0,PS122/2_25-22,snow2-A2,17/02/2020 06:34,N
5,6,4900,217.945425,11.68555,57.6612,1.2291,39.33,32.3388,0.26976336,30,35,0,PS122/2_25-22,snow2-A2,17/02/2020 06:34,N
6,7,4900,245.620598,11.61426,52.5312,1.1637,44.46,37.4688,0.312556724,35,40,0,PS122/2_25-22,snow2-A2,17/02/2020 06:34,N
7,8,4900,256.58433,11.3302,47.4012,1.12765,49.59,42.5988,0.355350088,40,45,0,PS122/2_25-22,snow2-A2,17/02/2020 06:34,N
8,9,4900,257.8906275,12.391225,42.8412,1.082475,54.15,47.1588,0.393388634,45,50,0,PS122/2_25-22,snow2-A2,17/02/2020 06:34,N
9,10,4900,284.598682,12.4173,37.7112,1.05198,59.28,52.2888,0.436181998,50,55,0,PS122/2_25-22,snow2-A2,17/02/2020 06:34,N
10,11,4900,295.131565,11.83655,32.5812,1.067525,64.41,57.4188,0.478975362,55,60,0,PS122/2_25-22,snow2-A2,17/02/2020 06:34,N
11,12,4900,286.138738,11.011,27.4512,1.10686,69.54,62.5488,0.521768726,60,65,0,PS122/2_25-22,snow2-A2,17/02/2020 06:34,N
12,13,4900,230.36671,10.466,24.0312,1.0724,72.96,65.9688,0.550297635,65,70,0,PS122/2_25-22,snow2-A2,17/02/2020 06:34,N
13,14,4900,204.05742,8.511525,17.7612,1.30555,79.23,72.2388,0.602600636,70,75,0,PS122/2_25-22,snow2-A2,17/02/2020 06:34,N
14,15,4900,192.672006,10.15548,12.6312,1.11832,84.36,77.3688,0.645393999,75,80,0,PS122/2_25-22,snow2-A2,17/02/2020 06:34,N
15,16,4900,237.379465,11.695825,22.2105,1.191325,46.5675,82.7895,0.690448213,80,85,0,PS122/2_25-22,snow2-A2,17/02/2020 06:34,N
16,17,4900,241.6268417,12.06969167,19.9258,1.152025,44.15,87.5742,0.73032354,85,90,0,PS122/2_25-22,snow2-A2,17/02/2020 06:34,N
17,18,4900,237.654475,12.9454,27.1998,1.138833333,13.365,92.8002,0.773752827,90,95,0,PS122/2_25-22,snow2-A2,17/02/2020 06:34,N
18,19,4900,297.5455417,12.7411,22.3398,1.127616667,18.225,97.6602,0.814274709,95,100,0,PS122/2_25-22,snow2-A2,17/02/2020 06:34,N
19,20,4900,236.7683317,13.72973333,17.4798,1.231516667,23.085,102.5202,0.854796591,100,105,0,PS122/2_25-22,snow2-A2,17/02/2020 06:34,N
20,21,4900,248.8993283,13.16311667,12.6198,1.0833,27.945,107.3802,0.895318472,105,110,0,PS122/2_25-22,snow2-A2,17/02/2020 06:34,N
21,22,4900,339.5151233,19.25431667,7.7598,1.07135,32.805,112.2402,0.935840354,110,115,0,PS122/2_25-22,snow2-A2,17/02/2020 06:34,N
22,23,4900,309.5564943,24.47485714,2.4948,1.143171429,38.07,117.5052,0.979739059,115,120,0,PS122/2_25-22,snow2-A2,17/02/2020 06:34,N
0,1,4900,548.55328,4.9107,90.3264,1.0855,11.64,9.6736,0.046118444,5,10,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
1,2,4900,532.41936,5.2931,87.4164,1.1751,14.55,12.5836,0.059991735,10,15,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
2,3,4900,536.8806333,5.389666667,83.0514,1.302066667,18.915,16.9486,0.080801672,15,20,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
3,5,4900,540.30298,4.8415,71.4114,1.2543,30.555,28.5886,0.136294838,25,30,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
4,6,4900,544.5198,4.9827,69.9564,1.3008,32.01,30.0436,0.143231483,30,35,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
5,8,4900,511.106085,5.7738,57.5889,1.2038,44.3775,42.4111,0.202192972,40,45,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
6,9,4900,452.48312,6.517866667,52.4964,1.269233333,49.47,47.5036,0.226471232,45,50,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
7,10,4900,454.3852725,6.572775,47.4039,1.273775,54.5625,52.5961,0.250749492,50,55,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
8,11,4900,392.8670633,7.195666667,42.3114,1.2342,59.655,57.6886,0.275027751,55,60,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
9,12,4900,346.925115,7.4545,37.2189,1.195275,64.7475,62.7811,0.299306011,60,65,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
10,13,4900,356.5963,7.497133333,32.1264,1.224033333,69.84,67.8736,0.323584271,65,70,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
11,14,4900,382.44724,6.854633333,27.7614,1.1968,74.205,72.2386,0.344394208,70,75,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
12,15,4900,335.0309325,7.779925,22.6689,1.1899,79.2975,77.3311,0.368672468,75,80,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
13,16,4900,276.93507,8.4305,17.5764,1.204533333,84.39,82.4236,0.392950728,80,85,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
14,17,4900,274.139135,8.1782,12.4839,1.2432,89.4825,87.5161,0.417228988,85,90,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
15,18,4900,308.5306633,7.811966667,7.3914,1.221733333,94.575,92.6086,0.441507248,90,95,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
16,19,4900,336.8643325,7.580525,2.2989,1.197825,99.6675,97.7011,0.465785508,95,100,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
17,24,4900,210.841,11.55035,86.1384,1.1725,0.57,123.8616,0.593230762,120,125,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
18,25,4900,218.678785,11.5217,82.7184,1.22465,3.99,127.2816,0.609610732,125,130,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
19,26,4900,273.414942,10.90506,77.5884,1.13656,9.12,132.4116,0.634180685,130,135,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
20,27,4900,233.070975,10.592225,72.4584,1.103125,14.25,137.5416,0.65875064,135,140,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
21,28,4900,210.2222275,10.921275,67.0434,1.118275,19.665,142.9566,0.684685591,140,145,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
22,29,4900,236.0273325,12.2416,62.1984,1.08635,24.51,147.8016,0.707890547,145,150,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
23,30,4900,265.2242275,11.7276,57.6384,1.08285,29.07,152.3616,0.729730507,150,155,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
24,31,4900,269.528134,9.95806,52.5084,1.06214,34.2,157.4916,0.75430046,155,160,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
25,32,4900,240.8476467,9.467766667,47.9484,1.085233333,38.76,162.0516,0.776140419,160,165,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
26,35,4900,187.46515,8.900375,32.5584,1.199925,54.15,177.4416,0.849850281,175,180,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
27,36,4900,212.85774,9.651566667,26.2884,1.077233333,60.42,183.7116,0.879880225,180,185,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
28,37,4900,270.9536025,9.97,22.2984,1.099775,64.41,187.7016,0.898990189,185,190,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
29,38,4900,281.0373025,9.4114,17.7384,1.0851,68.97,192.2616,0.920830148,190,195,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
30,39,4900,302.676006,10.98488,12.6084,1.10632,74.1,197.3916,0.945400102,195,200,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
31,40,4900,237.24196,15.1736,9.1884,1.0614,77.52,200.8116,0.961780072,200,205,0,PS122/2_25-23,snow1-A1,17/02/2020 10:27,N
0,0,,192.41533,8.5465,57.5598,1.12055,21.0975,2.4402,0.036089158,0,5,0,PS122/2_25-80,snow1-A5,21/02/2020 06:30,N
1,1,4900,243.8116433,9.335116667,70.41715,1.113183333,10.9125,7.916183333,0.11081667,5,10,0,PS122/2_25-80,snow1-A5,21/02/2020 06:30,N
2,2,4900,239.4522256,10.1819,66.06023333,1.079333333,15.35833333,12.82865556,0.177669836,10,15,0,PS122/2_25-80,snow1-A5,21/02/2020 06:30,N
3,3,4900,263.5410644,9.512288889,59.267,1.114777778,21.825,17.39966667,0.243335102,15,20,0,PS122/2_25-80,snow1-A5,21/02/2020 06:30,N
4,4,4900,251.1528825,9.335658333,54.1745,1.103183333,26.9175,22.49216667,0.314519532,20,25,0,PS122/2_25-80,snow1-A5,21/02/2020 06:30,N
5,5,4900,230.5729675,9.8061125,48.29145,1.128575,28.918125,27.95855,0.392867898,25,30,0,PS122/2_25-80,snow1-A5,21/02/2020 06:30,N
6,6,4900,232.2635738,10.31816154,44.65059231,1.126584615,27.08538462,32.27248462,0.443721811,30,35,0,PS122/2_25-80,snow1-A5,21/02/2020 06:30,N
7,7,4900,242.1659486,10.20378571,39.81295714,1.0783,28.26857143,37.3299,0.50567705,35,40,0,PS122/2_25-80,snow1-A5,21/02/2020 06:30,N
8,8,4900,251.129965,9.837833333,40.6042,1.097741667,31.2825,42.72913333,0.576802402,40,45,0,PS122/2_25-80,snow1-A5,21/02/2020 06:30,N
9,9,4900,290.3800033,9.56105,32.1264,1.107983333,34.1925,47.8736,0.639244768,45,50,0,PS122/2_25-80,snow1-A5,21/02/2020 06:30,N
10,10,4900,253.2348492,9.421815385,25.95496154,1.108053846,48.35076923,52.50657692,0.72570749,50,55,0,PS122/2_25-80,snow1-A5,21/02/2020 06:30,N
11,11,4900,284.2270018,9.487363636,25.24028182,1.096963636,45.63409091,57.48699091,0.774557048,55,60,0,PS122/2_25-80,snow1-A5,21/02/2020 06:30,N
12,12,4900,309.0501267,9.549,20.9617,1.126811111,50.925,62.37163333,0.841964357,60,65,0,PS122/2_25-80,snow1-A5,21/02/2020 06:30,N
13,13,4900,313.3433383,9.668958333,15.8692,1.125516667,56.0175,67.46413333,0.91071005,65,70,0,PS122/2_25-80,snow1-A5,21/02/2020 06:30,N
14,14,4900,304.0795756,10.08026667,10.7767,1.144766667,61.11,72.55663333,0.979455742,70,75,0,PS122/2_25-80,snow1-A5,21/02/2020 06:30,N
15,15,4900,298.165842,12.05005,6.65226,1.11717,63.2925,77.34774,1.046451214,75,80,0,PS122/2_25-80,snow1-A5,21/02/2020 06:30,N
16,16,4900,286.9576567,12.59496667,7.3623,1.150633333,75.66,82.6377,1.139794972,80,85,0,PS122/2_25-80,snow1-A5,21/02/2020 06:30,N
17,17,4900,340.599885,10.9912,3.7248,1.07025,79.2975,86.2752,1.189965829,85,90,0,PS122/2_25-80,snow1-A5,21/02/2020 06:30,N
0,48,4900,350.72942,21.062,106.1112,1.0565,0,243.8888,0.28040502,240,245,0,PS122/2_25-81,FR,21/02/2020 11:00,N
1,49,4900,341.525752,20.85642,102.6912,1.06002,3.42,247.3088,0.284337079,245,250,0,PS122/2_25-81,FR,21/02/2020 11:00,N
2,50,4900,352.0128,20.29405,97.5612,1.05475,8.55,252.4388,0.290235167,250,255,0,PS122/2_25-81,FR,21/02/2020 11:00,N
3,51,4900,356.04628,20.2427,92.4312,1.05744,13.68,257.5688,0.296133256,255,260,0,PS122/2_25-81,FR,21/02/2020 11:00,N
4,52,4900,365.167445,19.9649,87.3012,1.063225,18.81,262.6988,0.302031345,260,265,0,PS122/2_25-81,FR,21/02/2020 11:00,N
5,53,4900,354.57956,20.20525,82.7412,1.056075,23.37,267.2588,0.30727409,265,270,0,PS122/2_25-81,FR,21/02/2020 11:00,N
6,54,4900,359.511406,20.46074,77.6112,1.05234,28.5,272.3888,0.313172178,270,275,0,PS122/2_25-81,FR,21/02/2020 11:00,N
7,55,4900,374.242775,19.83015,72.4812,1.049,33.63,277.5188,0.319070267,275,280,0,PS122/2_25-81,FR,21/02/2020 11:00,N
8,56,4900,377.717068,20.00916,67.3512,1.05464,38.76,282.6488,0.324968356,280,285,0,PS122/2_25-81,FR,21/02/2020 11:00,N
9,57,4900,428.6260025,20.329175,62.2212,1.050275,43.89,287.7788,0.330866444,285,290,0,PS122/2_25-81,FR,21/02/2020 11:00,N
10,58,4900,433.553265,20.628825,57.6612,1.05485,48.45,292.3388,0.33610919,290,295,0,PS122/2_25-81,FR,21/02/2020 11:00,N
11,59,4900,422.763706,21.19784,52.5312,1.05552,53.58,297.4688,0.342007278,295,300,0,PS122/2_25-81,FR,21/02/2020 11:00,N
12,60,4900,451.1309875,20.503175,47.4012,1.053325,58.71,302.5988,0.347905367,300,305,0,PS122/2_25-81,FR,21/02/2020 11:00,N
13,61,4900,453.170645,20.223825,42.8412,1.046625,63.27,307.1588,0.353148112,305,310,0,PS122/2_25-81,FR,21/02/2020 11:00,N
14,62,4900,432.022376,20.73492,37.7112,1.04892,68.4,312.2888,0.359046201,310,315,0,PS122/2_25-81,FR,21/02/2020 11:00,N
15,63,4900,423.24039,20.559325,32.5812,1.053525,73.53,317.4188,0.36494429,315,320,0,PS122/2_25-81,FR,21/02/2020 11:00,N
16,64,4900,424.61544,20.23738,27.4512,1.04998,78.66,322.5488,0.370842378,320,325,0,PS122/2_25-81,FR,21/02/2020 11:00,N
17,65,4900,411.1170325,20.402025,22.3212,1.0487,83.79,327.6788,0.376740467,325,330,0,PS122/2_25-81,FR,21/02/2020 11:00,N
18,66,4900,397.20611,21.39815,17.7612,1.06055,88.35,332.2388,0.381983212,330,335,0,PS122/2_25-81,FR,21/02/2020 11:00,N
19,67,4900,400.524564,20.94678,12.6312,1.0569,93.48,337.3688,0.387881301,335,340,0,PS122/2_25-81,FR,21/02/2020 11:00,N
20,68,4900,398.7415825,21.169025,7.5012,1.05515,98.61,342.4988,0.393779389,340,345,0,PS122/2_25-81,FR,21/02/2020 11:00,N
21,69,4900,400.451228,20.42674,2.3712,1.06308,103.74,347.6288,0.399677478,345,350,0,PS122/2_25-81,FR,21/02/2020 11:00,N
22,126,4900,474.20891,19.13864,37.6884,1.11628,2.28,632.3116,0.74721327,630,635,0,PS122/2_25-81,FR,21/02/2020 11:00,N
23,127,4900,443.49946,20.09525,32.5584,1.126525,7.41,637.4416,0.753275478,635,640,0,PS122/2_25-81,FR,21/02/2020 11:00,N
24,128,4900,383.45561,24.514425,26.88705,1.12815,8.14125,643.11295,0.752205662,640,645,0,PS122/2_25-81,FR,21/02/2020 11:00,N
25,129,4900,422.378692,22.90628,22.32324,1.11728,9.741,647.67676,0.752865368,645,650,0,PS122/2_25-81,FR,21/02/2020 11:00,N
26,130,4900,437.5065338,22.480375,17.82945,1.1166875,12.25875,652.17055,0.754932165,650,655,0,PS122/2_25-81,FR,21/02/2020 11:00,N
27,131,4900,357.4824433,27.67366667,12.6198,1.16075,14.175,657.3802,0.755682512,655,660,0,PS122/2_25-81,FR,21/02/2020 11:00,N
28,132,4900,374.059435,28.32473333,7.7598,1.1467,19.035,662.2402,0.76126926,660,665,0,PS122/2_25-81,FR,21/02/2020 11:00,N
29,133,4900,371.4206486,28.38488571,2.4948,1.152185714,24.3,667.5052,0.767321569,665,670,0,PS122/2_25-81,FR,21/02/2020 11:00,N
30,167,4900,314.33643,27.51155,30.456,1.14315,0.405,839.544,0.965082956,835,840,0,PS122/2_25-81,FR,21/02/2020 11:00,N
31,168,4900,300.5553733,27.89955,27.216,1.176866667,3.645,842.784,0.968807441,840,845,0,PS122/2_25-81,FR,21/02/2020 11:00,N
32,169,4900,291.3119817,27.82001667,22.356,1.192433333,8.505,847.644,0.974394168,845,850,0,PS122/2_25-81,FR,21/02/2020 11:00,N
33,170,4900,326.4979833,25.61853333,17.496,1.147133333,13.365,852.504,0.979980895,850,855,0,PS122/2_25-81,FR,21/02/2020 11:00,N
34,171,4900,317.6976633,26.37378333,12.636,1.164733333,18.225,857.364,0.985567622,855,860,0,PS122/2_25-81,FR,21/02/2020 11:00,N
35,172,4900,270.105655,27.88278333,7.776,1.172733333,23.085,862.224,0.991154349,860,865,0,PS122/2_25-81,FR,21/02/2020 11:00,N
36,173,4900,284.3341486,27.12434286,2.511,1.177742857,28.35,867.489,0.997206636,865,870,0,PS122/2_25-81,FR,21/02/2020 11:00,N
0,0,4900,325.1229333,9.084066667,42.3114,1.061033333,32.01,2.6886,0.012252602,0,5,-20,PS122/3_29-9,snow2-A8,25/02/2020 12:17,N
1,1,4900,335.008015,8.6147,37.2189,1.137725,37.1025,7.7811,0.03546036,5,10,-20,PS122/3_29-9,snow2-A8,25/02/2020 12:17,N
2,2,4900,324.5423567,8.7125,32.1264,1.132466667,42.195,12.8736,0.058668119,10,15,-20,PS122/3_29-9,snow2-A8,25/02/2020 12:17,N
3,3,4900,350.3016267,8.345333333,27.7614,1.145166667,46.56,17.2386,0.078560483,15,20,-20,PS122/3_29-9,snow2-A8,25/02/2020 12:17,N
4,4,4900,333.082945,8.675825,22.6689,1.089975,51.6525,22.3311,0.101768241,20,25,-20,PS122/3_29-9,snow2-A8,25/02/2020 12:17,N
5,5,4900,321.4561333,10.0463,17.5764,1.155533333,56.745,27.4236,0.124975999,25,30,-20,PS122/3_29-9,snow2-A8,25/02/2020 12:17,N
6,6,4900,286.56042,10.116225,12.4839,1.135075,61.8375,32.5161,0.148183757,30,35,-20,PS122/3_29-9,snow2-A8,25/02/2020 12:17,N
7,7,4900,254.75093,9.625066667,7.3914,1.181566667,66.93,37.6086,0.171391515,35,40,-20,PS122/3_29-9,snow2-A8,25/02/2020 12:17,N
8,8,4900,283.031125,9.1622,2.2989,1.12825,72.0225,42.7011,0.194599273,40,45,-20,PS122/3_29-9,snow2-A8,25/02/2020 12:17,N
9,23,4900,225.4470867,10.327,91.2684,1.134366667,1.14,118.7316,0.54281259,115,120,-20,PS122/3_29-9,snow2-A8,25/02/2020 12:17,N
10,24,4900,229.3354225,10.03545,87.2784,1.104875,5.13,122.7216,0.561053919,120,125,-20,PS122/3_29-9,snow2-A8,25/02/2020 12:17,N
11,25,4900,237.746145,9.104825,82.7184,1.110725,9.69,127.2816,0.581901153,125,130,-20,PS122/3_29-9,snow2-A8,25/02/2020 12:17,N
12,26,4900,261.99286,9.56536,77.5884,1.10372,14.82,132.4116,0.605354291,130,135,-20,PS122/3_29-9,snow2-A8,25/02/2020 12:17,N
13,27,4900,209.46595,10.6286,74.1684,1.1196,18.24,135.8316,0.620989716,135,140,-20,PS122/3_29-9,snow2-A8,25/02/2020 12:17,N
14,28,4900,216.359534,10.10328,67.3284,1.15718,25.08,142.6716,0.652260566,140,145,-20,PS122/3_29-9,snow2-A8,25/02/2020 12:17,N
15,29,4900,223.353955,9.648275,62.1984,1.07525,30.21,147.8016,0.675713704,145,150,-20,PS122/3_29-9,snow2-A8,25/02/2020 12:17,N
16,30,4900,254.705095,10.329275,57.6384,1.0624,34.77,152.3616,0.696560938,150,155,-20,PS122/3_29-9,snow2-A8,25/02/2020 12:17,N
17,31,4900,283.425306,11.2725,52.5084,1.0998,39.9,157.4916,0.720014076,155,160,-20,PS122/3_29-9,snow2-A8,25/02/2020 12:17,N
18,32,4900,304.206895,11.2321,47.3784,1.0897,45.03,162.6216,0.743467214,160,165,-20,PS122/3_29-9,snow2-A8,25/02/2020 12:17,N
19,33,4900,320.799165,11.626075,42.8184,1.1084,49.59,167.1816,0.764314448,165,170,-20,PS122/3_29-9,snow2-A8,25/02/2020 12:17,N
20,34,4900,414.366734,15.57912,37.6884,1.07816,54.72,172.3116,0.787767585,170,175,-20,PS122/3_29-9,snow2-A8,25/02/2020 12:17,N
21,35,4900,441.6431425,19.110025,32.5584,1.0451,59.85,177.4416,0.811220723,175,180,-20,PS122/3_29-9,snow2-A8,25/02/2020 12:17,N
22,36,4900,442.729432,18.77106,27.4284,1.04232,64.98,182.5716,0.834673861,180,185,-20,PS122/3_29-9,snow2-A8,25/02/2020 12:17,N
23,37,4900,442.8806875,18.4667,22.2984,1.044425,70.11,187.7016,0.858126999,185,190,-20,PS122/3_29-9,snow2-A8,25/02/2020 12:17,N
24,38,4900,447.1891775,18.39585,17.7384,1.03805,74.67,192.2616,0.878974233,190,195,-20,PS122/3_29-9,snow2-A8,25/02/2020 12:17,N
25,39,4900,445.681206,18.60326,12.6084,1.04076,79.8,197.3916,0.90242737,195,200,-20,PS122/3_29-9,snow2-A8,25/02/2020 12:17,N
26,40,4900,321.7846175,25.3726,7.4784,1.03055,84.93,202.5216,0.925880508,200,205,-20,PS122/3_29-9,snow2-A8,25/02/2020 12:17,N
27,41,4900,333.7475525,24.098775,2.9184,1.0396,89.49,207.0816,0.946727742,205,210,-20,PS122/3_29-9,snow2-A8,25/02/2020 12:17,N
0,10,4900,271.61821,10.5857,76.494,1.271633333,1.14,53.506,0.243422554,50,55,0,PS122/3_29-3,#N/A,#N/A,N
1,11,4900,231.1611833,10.79503333,73.074,1.185666667,4.56,56.926,0.258981652,55,60,0,PS122/3_29-3,#N/A,#N/A,N
2,12,4900,185.99843,11.0184,65.094,1.3094,12.54,64.906,0.295286216,60,65,0,PS122/3_29-3,#N/A,#N/A,N
3,14,4900,206.119995,11.3189,57.684,1.16015,19.95,72.316,0.328997597,70,75,0,PS122/3_29-3,#N/A,#N/A,N
4,15,4900,239.2587,11.13876,52.554,1.0727,25.08,77.446,0.352336245,75,80,0,PS122/3_29-3,#N/A,#N/A,N
5,16,4900,258.005215,10.936275,47.424,1.073625,30.21,82.576,0.375674892,80,85,0,PS122/3_29-3,#N/A,#N/A,N
6,17,4900,253.540886,10.22512,42.294,1.11648,35.34,87.706,0.399013541,85,90,0,PS122/3_29-3,#N/A,#N/A,N
7,18,4900,224.5685825,9.80695,37.164,1.224375,40.47,92.836,0.422352189,90,95,0,PS122/3_29-3,#N/A,#N/A,N
8,19,4900,200.894805,9.6087,32.604,1.0962,45.03,97.396,0.443097653,95,100,0,PS122/3_29-3,#N/A,#N/A,N
9,20,4900,225.746542,10.04572,27.474,1.0978,50.16,102.526,0.466436301,100,105,0,PS122/3_29-3,#N/A,#N/A,N
10,21,4900,262.1532825,10.964525,22.344,1.0743,55.29,107.656,0.48977495,105,110,0,PS122/3_29-3,#N/A,#N/A,N
11,22,4900,278.3330375,10.823825,17.784,1.068275,59.85,112.216,0.510520415,110,115,0,PS122/3_29-3,#N/A,#N/A,N
12,23,4900,290.392226,11.6375,12.654,1.11378,64.98,117.346,0.533859062,115,120,0,PS122/3_29-3,#N/A,#N/A,N
13,24,4900,431.1010925,16.12075,7.524,1.084025,70.11,122.476,0.557197711,120,125,0,PS122/3_29-3,#N/A,#N/A,N
14,25,4900,436.954222,19.04556,2.394,1.06952,75.24,127.606,0.580536358,125,130,0,PS122/3_29-3,#N/A,#N/A,N
0,4,4900,362.334842,9.59006,37.7112,1.08434,27.36,22.2888,0.089290922,20,25,0,PS122/3_29-28,snow1-A3,26/02/2020 06:25,N
1,5,4900,326.299365,10.911775,32.5812,1.083825,32.49,27.4188,0.10984216,25,30,0,PS122/3_29-28,snow1-A3,26/02/2020 06:25,N
2,6,4900,339.123998,10.32526,27.4512,1.12684,37.62,32.5488,0.130393398,30,35,0,PS122/3_29-28,snow1-A3,26/02/2020 06:25,N
3,7,4900,356.8058314,10.36902857,30.8712,1.121785714,35.17714286,37.70022857,0.151005837,35,40,0,PS122/3_29-28,snow1-A3,26/02/2020 06:25,N
4,8,4900,343.5282322,10.64898889,28.84453333,1.105033333,37.49333333,42.26657778,0.169287877,40,45,0,PS122/3_29-28,snow1-A3,26/02/2020 06:25,N
5,9,4900,337.4678267,10.64863333,21.49786667,1.078311111,44.58666667,47.39102222,0.189820545,45,50,0,PS122/3_29-28,snow1-A3,26/02/2020 06:25,N
6,10,4900,353.3572933,10.58768889,18.58453333,1.120877778,47.75333333,52.52657778,0.210381666,50,55,0,PS122/3_29-28,snow1-A3,26/02/2020 06:25,N
7,11,4900,358.6232256,10.04696667,11.23786667,1.129922222,54.84666667,57.65102222,0.230916072,55,60,0,PS122/3_29-28,snow1-A3,26/02/2020 06:25,N
8,12,4900,340.8978125,10.689275,17.7612,1.086475,49.59,62.2388,0.249239333,60,65,0,PS122/3_29-28,snow1-A3,26/02/2020 06:25,N
9,13,4900,337.565608,11.0995,12.6312,1.07198,54.72,67.3688,0.269782752,65,70,0,PS122/3_29-28,snow1-A3,26/02/2020 06:25,N
10,14,4900,339.224835,10.298425,7.5012,1.12285,59.85,72.4988,0.290326172,70,75,0,PS122/3_29-28,snow1-A3,26/02/2020 06:25,N
